Genre,Description,original_index,unique_index
Documentary,"Two Comedians, Doug Benson and Graham Elwood. decide to make a movie detailing their lives on the road.",6030,5983
"Documentary,News",Scours the deep-seated roots of this morally induced Marijuana campaign and reveal the fascinating path it has taken to get to where it is today.,6031,5984
"Documentary,Music","Hip-Hop artist Snoop Dogg changes his name to Snoop Lion, travels to Jamaica, immerses himself in Rastafarian culture, and produces his first reggae record.",6032,5985
Horror,"A family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome Master and his servant Torgo.",6033,5986
"Action,Horror,Romance","Jamie, killed by neighborhood thugs, returns as a mystical figure named Jake (The Wraith) to gain revenge.",6034,5987
"Comedy,Romance","Nate moves to L.A. to track down Cristabel, the woman he's been in love with since childhood, only to discover that his plan to woo her only has one hurdle to overcome: what to do with June, Cristabel's ever-present, not-so-hot best friend? What's even more complicating is Nate's growing feelings for June, whose true beauty starts to emerge.",6035,5988
"Comedy,Sport",When a rap mogul from Atlanta tries to join a conservative country club in the Carolinas he runs into fierce opposition from the board President- but it's nothing that he and his entourage can't handle.,6036,5989
"Action,Adventure,Romance","A pilot is the only hope to stop the mutiny of a spacecraft by its security crew, who plot to sell the crew of the ship into slavery.",6037,5990
"Comedy,Musical,Romance","A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing.",6038,5991
"Action,Sport","A naturally talented basketball player, Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med, rather than succumb to the lure of former sports agent...",6039,5992
"Comedy,Horror","A modern-day updating of the Dracula legend that finds Steven, a good-looking American hero devastated by the death of his girlfriend, wandering through Europe and looking for happiness. A ...",6040,5993
Comedy,A struggling young comedian takes a menial job on a cruise ship where he hopes for his big chance to make it in the world of cruise ship comedy.,6041,5994
"Drama,Romance","After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood.",6042,5995
"Drama,Mystery,Romance",An older British reporter vies with a young U.S. doctor for the affections of a beautiful Vietnamese woman.,6043,5996
"Drama,Horror,Thriller","In June of 1994, one of the most brutal mass slaughters in history occurred in the backwoods of northern New England. Four months later, history is about to repeat itself. The end of summer...",6044,5997
"Action,Horror",The plot is unknown at this time.,6045,5998
"Crime,Drama","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",6046,5999
Drama,An emotionally-beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.,6047,6000
"Drama,Romance",A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.,6048,6001
"Biography,Drama,History","The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 15 to her reign as queen at 19 and to the end of her reign as queen and ultimately the fall of Versailles.",6049,6002
"Biography,Drama,History","A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments.",6050,6003
Horror,This visually arresting chiller concerns a group of runaway teens that escape from a drug rehab and encounter demonic forces in a rural farmhouse.,6051,6004
"Crime,Drama,Horror","A Texas Ranger hunts for a hooded serial killer terrorizing the residents of a small town, set in 1946 Arkansas. Loosely based on a true story.",6052,6005
"Action,Crime,Drama","This is the story of Buford Pusser's final days, not only of his life but also as Sheriff. It seems that times are changing and the people of Pusser's town, who once adored him are now ...",6053,6006
"Action,Biography,Crime",Sheriff Buford Pusser continues his one-man war against moonshiners and a ruthless crime syndicate after the murder of his wife in late 1960's Tennessee.,6054,6007
"Drama,Action",A vengeful Southern sheriff is out for blood after his wife is brutally killed by a pair of drifters. Low-budget film set in Georgia in 1953 and based on fact.,6055,6008
"Action,Drama,Crime",An ex con teams up with federal agents to help them with breaking up a moonshine ring.,6056,6009
"Action,Crime,Drama","A gambler kills the sheriff of a small village in an accident. But as nobody believes him, he is condemned to a long sentence in prison.",6057,6010
"Action,Drama",Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert 'freedom school' for runaway.,6058,6011
"Documentary,Biography,Sport","A heart-racing documentary portrait of Carl Boenish, the father of the BASE jumping movement, whose early passion for skydiving led him to ever more spectacular -and dangerous- feats of foot-launched human flight.",6059,6012
"Horror,Thriller","Four interwoven stories that occur on Halloween: An everyday high school principal has a secret life as a serial killer; a college virgin might have just met the one guy for her; a group of teenagers pull a mean prank; a woman who loathes the night has to contend with her holiday-obsessed husband and a mean old man meets his match with a demonic, supernatural trick -or treater.",6060,6013
"Crime,Horror,Thriller","Jennifer Hills is still tormented by the brutal sexual assault she endured years ago. She's changed identities and cities, reluctantly joining a support group where she begins to piece ...",6061,6014
Horror,"High in the peak stands the Blue Moon Inn, the home of Matthew Hopkins for as long as anybody cares to remember. Here is the place where once every century the moon appears to turn blue and...",6062,6015
Horror,When Special Agent Watts and his Investigation Unit are called to the derelict Woodburrow Prison he thinks it's business as usual. But there's nothing usual about Woodburrow. A mysterious ...,6063,6016
"Horror,Thriller","After the death of her husband, a penniless woman moves into the home of her Uncle. Strange things begin to occur. Is the house haunted or is it something more?",6064,6017
Horror,"After Matthew Dragna inherits a rundown old casino from his deceased uncle, Matthew, his loyal girlfriend JJ, and several other friends decide to check the place out. Alas, the casino turns...",6065,6018
Comedy,"An adept spoof of cinema's behind-the-scenes experiences, Not Another B Movie combines frightening and disgusting zombies with frightening and disgusting hack directions to tell a hilarious...",6066,6019
Horror,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",6067,6020
"Horror,Sci-Fi","The infamous Odenbrook Sanitarium closed after a mass suicide occurred within its walls. Sixty years later, six college students armed with cameras and recording equipment venture into the ...",6068,6021
Horror,A group of people fight to survive in a zombie infested town.,6069,6022
"Comedy,Horror",A fun weekend turns into madness and horror for a bunch of groupies looking for fun in a beaver infested swamp.,6070,6023
"Comedy,Horror",A guy's regrets over moving in with his girlfriend are compounded when she dies and comes back as a zombie.,6071,6024
"Action,Crime,Thriller","Three assassins deal with life, love, addiction and trust as each tries to find the answers to a better life. Together, they prove to be the most trustworthy in this tangled web of murder, greed, friendship and betrayal.",6072,6025
"Animation,Action,Comedy","A washed up luchador and a stripper/super-spy investigate werewolf Nazis, a mad scientist and a stripper with a Satanic birthmark.",6073,6026
Documentary,The Walking Dead Girls is a behind-the-scenes look into zombie culture in the United States and the obsession into ''Sexy Female Zombies''. What is it about Zombie Bimbos or ''Zimbies'' ...,6074,6027
"Horror,Thriller",A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,6075,6028
"Drama,War","In 1972 Vietnam, a group of United States Marines are sent in to rescue several POW officers. The Landing Zone (LZ) which should have been 'cold' actually turns out to indeed be very 'hot' ...",6076,6029
"Crime,Horror,Sci-Fi","After hapless pianist and ex-con John Elman is framed for murder, he is resurrected by a scientist after his execution.",6077,6030
"Horror,Thriller",A group of teenagers accidentally release an evil spirit that starts to possess them one by one.,6078,6031
Horror,"After narrowly escaping an ancient burial ground, a group of friends find themselves trapped between two evils, forcing them to fight, die, or go back the way they came.",6079,6032
"Comedy,Drama,Romance","After serving time for murder, Josh Hutton returns to his home town where me meets Audry Hugo. No one can remember exactly what Josh did, but they are all wary of him, especially Audry's ...",6080,6033
Horror,A young militia is all that stands between a coming dead horde and their rural town decimated by the fracking industry.,6081,6034
"Horror,Thriller",A California couple and a survivalist encounter the cannibal family.,6082,6035
"Drama,Horror","A reimagining of the classic horror tale about Carrie White, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom.",6083,6036
"Action,Adventure,Comedy",Sometimes the best man for the job is a teenage girl,6084,6037
Horror,A sheriff must rescue an estranged family from a mountain during a volcano eruption and fight off a horde of lava-filled zombies brought to life by a curse.,6085,6038
,Add a Plot,6086,275
Comedy,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",6087,6039
"Mystery,Romance,Thriller","A rocker makes a pact to kill himself on his 37th birthday. 12 weeks before the release of his final album and the end of his life, he meets and falls in love with a woman who has a dark secret of her own.",6088,6040
Sci-Fi,"In this futuristic science fiction thriller, government security agent Jerry Hipple has been unsuccessfully tracking the city's most infamous criminal The Red Harvest Killer. When two ...",6089,6041
Horror,"Something awaits Tyler Jensen and his friends in the Hallettsville house. When Tyler's lifelong friends start dying, he must figure out a way to save himself, his girlfriend and the rest of the crew before the demons come.",6090,6042
"Comedy,Music,Romance","The lead singer/guitarist of a high school rock band openly and unapologetically proclaims himself a newly converted jerk; however, the right girl comes along who could change him back to his former sweet self.",6091,6043
"Crime,Horror,Mystery","Jack Samms' evening started normal enough. But then the mysterious masked stranger, known as Trick, pays him a visit. Within minutes, Jack is faced with a ticking clock after Trick reveals ...",6092,6044
Comedy,"Max (Dominique Purdy), Aaron (Richard Blair) and Glen (Nicholas Cooper) have a track record littered with strike-outs and misfit hook-ups. The boys embark on a mission to up their hot babe ...",6093,6045
"Drama,Horror","Newlyweds move into a large house where a mass murder was committed, and experience strange manifestations which drive them away.",6094,6046
Comedy,"Aspiring college cheerleader, Cassie Stratford consumes an experimental drug that grants her beauty and enough athletic ability to make the cheer squad. The drug has an unforeseen side effect - Cassie starts to grow and grow and grow.",6095,6047
"Horror,Thriller","Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through ...",6096,6048
"Comedy,Crime,Drama","Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.",6097,6049
"Adventure,Drama,History","When strongman Samson rejects the love of the beautiful Philistine woman Delilah, she seeks vengeance that brings horrible consequences they both regret.",6098,6050
"Biography,Drama","The first part tells the story of Moses leading the Jews from Egypt to the Promised Land, his receipt of the tablets and the worship of the golden calf. The second part shows the efficacy ...",6099,6051
"Biography,Drama,History",The life of Jesus Christ.,6100,6052
"Biography,Drama,History",A fierce Roman general becomes infatuated with a beautiful Christian hostage and begins questioning the tyrannical leadership of the despot Emperor Nero.,6101,6053
"Drama,History","Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by ...",6102,6054
"Biography,Drama,History","Historical epic. The triumphs and tragedy of the Egyptian queen, Cleopatra.",6103,6055
"Adventure,Biography,Drama",The fabled Spanish hero Rodrigo Diaz (a.k.a. El Cid) overcomes a family vendetta and court intrigue to defend Christian Spain against the Moors.,6104,6056
Drama,"Extravagant production of the first part of the book of Genesis. Covers Adam and Eve, Noah and the Flood and Abraham and Isaac.",6105,6057
"Comedy,Drama,Romance","A retired American boxer returns to the village of his birth in Ireland, where he finds love.",6106,6058
"Comedy,Horror,Thriller","A group of teenagers get into a car crash in the Texas woods on prom night, and then wander into an old farmhouse that is home to Leatherface and his insane family of cannibalistic psychopaths.",6107,6059
"Horror,Mystery","Following Jigsaw's grisly demise, Mark Hoffman, the final apprentice to the serial killer is deigned a hero. Meanwhile, Agent Strahm continues to track Hoffman while another group of strangers are put through a series of gruesome traps.",6108,6060
Horror,"The Saw series continues with this seventh entry, spearheaded by returning Saw VI director Kevin Greutert. Marcus Dunstan and Patrick Melton also are back to pen the script, which details the exploits of serial killer Jigsaw's surviving victims, who seek counseling from a self-help mentor (Sean Patrick Flanery) whose past as a previous victim figures directly into each one's fate. Cary Elwes returns to the franchise for the first time since his character survived Jigsaw's first cinematic outing,in 2004. ~ Jeremy Wheeler, Rovi",6109,6061
Western,"At a river crossing, a stand-off between a gang of outlaws and local townsfolk ensues when the ferry barge operator refuses to ferry the gang across the river.",6110,6062
"Horror,Mystery","Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to ...",6111,6063
"Action,Crime,Thriller",A recently released ex-con and his loyal wife go on the run after a heist goes awry.,6112,6064
"Comedy,Drama,Romance","A hobo accidentally stumbles onto a water spring, and creates a profitable way station in the middle of the desert.",6113,6065
"Drama,History,Western",An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.,6114,6066
Western,A Mexican-American sheriff must resort to violence against a powerful rancher in order to get just compensation for the pregnant Indian widow of a wrongly killed black man.,6115,6067
Western,"When Confederate soldier Matt Weaver returns to town after the Civil War, he finds that his home has been sold by town boss Sam Brewster. Brewster hires gunfighter Jules Gaspard d'Estaing ...",6116,6068
Western,"A naive half-Indian, half-white man evolves into a hardened killer as he tracks down his parents' murderers.",6117,6069
"Romance,Western",A former deputy and a strong-willed widow determine to stop a ruthless town boss.,6118,6070
"Action,Adventure,Western","When a town boss confiscates homesteader's supplies after gold is discovered nearby, a tough cowboy risks his life to try and get it to them.",6119,6071
"War,Western",Mexican rebel Pancho Villa lead a revolution helped by an American aviator imprisonned in Mexico.,6120,6072
"Horror,Mystery","Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a pair of insurance executives find themselves in another game set by jigsaw.",6121,6073
"Western,Adventure,Romance","The Apaches are on the warpath and the Army must defend them. Murphy's mission is to get a shipment of rifles, but it's stolen by greedy white traders with the help of mutinous soldiers.",6122,6074
"Drama,Action & Adventure,Classics","Richard Sarafian directed this minimalist chase film, starring Barry Newman as ex-marine, ex-race car driver and cop named Kowalski. He drives into Denver to deliver a car and pick up another vehicle to drive to San Francisco. To make the fifteen-hour drive to San Francisco bearable he pops a load of pep pills and drives off. Almost immediately, he is told to pull over by the police, but Kowalski refuses to stop. Ignoring the cops, a police chase ensues. Egging Kowalski on is a blind black disc,jockey, Super Soul (Cleavon Little), who announces his comings and goings on his local radio show, praising Kowalski to the skies as 'the last American to whom speed means freedom of the soul.' Super Soul's hype makes Kowalski a media sensation and Kowalski fans mount up -- as do the police cars chasing him -- as he races against time to deliver both the car and himself to his San Francisco destination.",6123,6075
"Horror,Mystery,Thriller",A college student suspects a series of bizarre deaths are connected to certain urban legends.,6124,6076
"Crime,Drama,Romance","A debonair, adventuresome bank executive believes he has pulled off the perfect multi-million dollar heist, only to match wits with a sexy insurance investigator who will do anything to get her man.",6125,6077
"Adventure,Drama,Romance","Engineer Jake Holman arrives aboard the gunboat U.S.S. San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and...",6126,6078
"Comedy,Music","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DeBergi on what proves to be a fateful tour.",6127,6079
Drama,Two men face the consequences of gambling after playing with men beyond their league.,6128,6080
"Comedy,Music",A couple of creative losers accidently become big shots in the video music industry.,6129,6081
Drama,"Best friends from law school to election night, their friendship is sorely tested when one learns of another's betrayal.",6130,6082
"Adventure,Comedy,Drama",Two strangers meet on the road and travel through Nevada on motorcycle to find an elusive spot where they can dump another man's ashes.,6131,6083
"Comedy,Drama",A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,6132,6084
Drama,"A true story of politics and art in the 1930s U.S., focusing on a leftist musical drama and attempts to stop its production.",6133,6085
"Comedy,Crime,Drama","When unemployed dockworker Joey Coyle finds $1.2 million that fell off of an armored car, he decides to do the logical thing: take the money and run. After all, he says, finders keepers. He...",6134,6086
Comedy,"Set in 1954, a group of Florida high schoolers seek out to help a buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",6135,6087
Comedy,The naughty high schoolers of Angel Beach High now seek revenge on a group of KKK religious fanatics and corrupt politicians who want to shut down their Shakespeare production after they cast a Seminole transfer student in the lead.,6136,6088
"Comedy,Romance,Sport","To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself.",6137,6089
Comedy,"The rising college nerds set out to a convention in Florida, but are not welcomed by the Alpha Beta representatives.",6138,6090
"Comedy,Romance,Sci-Fi",Teenage geniuses deal with their abilities while developing a laser.,6139,6091
Comedy,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game because he's betting on the opposing team.",6140,6092
"Drama,War",Loosely based on the actual WWI Christmas cease fire between German and English troops. The two sides met halfway across the battlefield and sang silent night and played soccer. Each year the two countries re-enact the game in tribute.,6141,6093
"Comedy,Crime,Romance","A teenage boy would like to meet with a very pretty, blonde girl who lives in the next door. His elder brother helps him with car and credit card to be successful. This simple story will be...",6142,6094
"Comedy,Drama","A failed New Jersey inventor embarks on a career as a standup comic, turns to drink, and labors to keep his family together.",6143,6095
"Action,Comedy,Drama","A satire about desperate hustling, pop philosophy and big money.",6144,6096
Drama,"A fifteen year marriage dissolves, leaving both the husband and wife, and their four children, devastated. He's preoccupied with a career and a mistress, she with a career and caring for ...",6145,6097
"Drama,Kids & Family,Romance","Alfonso Cuaron (The Little Princess) directed this Mitch Glazer screenplay, a modernization of the 1860-61 classic by Charles Dickens. Some situations in the film are presented as memories -- the way the central figure, Finnegan Bell (Ethan Hawke) recalls events many years later. At a Florida fishing village, eight-year-old orphan Finn Bell (Jeremy James Kissner), talented at art, is left in the care of his sister and her husband, Joe (Chris Cooper). One day, Finn helps a chained, escaped,convict who appears in the surf. On other days, he visits Paradiso Perduto, where he plays with young Estella (Raquel Beaudene), niece of the mansion's colorful, flamboyant, and extremely wealthy owner, Ms. Dinsmoor (Anne Bancroft), who parallels the novel's tragic Miss Havisham, a woman jilted at the altar and left emotionally scarred and mentally imbalanced. As Ms. Dinsmoor watches Finn draw a portrait of Estella, she plots to mold Estella into a hard woman capable of destroying men. In a flash forward to the '90s, Finn (Hawke) and Estella (Gwyneth Paltrow), now in their late teens, re-create the water-fountain kiss of their childhood, but Estella vanishes, breaking Finn's heart to such a degree that he doesn't draw or paint for seven years, choosing to eke out a marginal existence with his uncle Joe (after Finn's sister abandons the two). Then Manhattan art representative Jerry Ragno (Josh Mostel) turns up with a startling offer -- if Finn will return to painting and relocate in New York, Ragno will give him a one-man show. With an apparent assist from Ms. Dinsmoor, Finn makes the move and begins his new life with great expectations and a deadline of 10 weeks to complete the necessary paintings. When Finn next encounters Estella, she has a wealthy boyfriend, Walter (Hank Azaria). As Finn once again becomes entranced by Estella, he also begins to question exactly how his life is being manipulated. Francesco Clemente did the paintings and drawings seen in the film. Shown at the 1998 Sundance Film Festival. ~ Bhob Stewart, Rovi",6146,6098
"Drama,Romance",Max Baron (James Spader) is a 27-year-old high flying advertising executive still recovering from the death of his wife. One night he is in a bar when he meets Nora Baker (Susan Sarandon) a...,6147,6099
"Adventure,Drama",Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.,6148,6100
"Drama,Classics","When Zoë Akins' play The Old Maid (based on a novel by Edith Wharton) won the 1934-1935 Pulitzer Prize, the selection was roundly condemned by critics, who felt that Lillian Hellman's +The Children's Hour was more deserving, but had lost because of its lesbian theme. Certainly, Akins' story of the relationship between two Southern cousins in the years between 1833 and 1854 is nothing spectacular. Delia Lovell marries James Ralston, leaving her old beau Clem Spender out in the cold. Delia's,cousin Charlotte comforts Clem by spending the night with him. Charlotte becomes pregnant, secretly farming out her daughter, Tina, to another family. The years pass; Charlotte sets up a day nursery so that she may remain close to her daughter (still in the dark as to the true identity of her mother). Meanwhile, Charlotte has become engaged to Ralston's brother Joseph. The troublesome Delia, who discovers her cousin's secret, contrives to prevent Charlotte from marrying Joseph, then arranges to have Charlotte raise Tina as her niece rather than her daughter. More years pass; Tina regards Delia as her mama and Charlotte as just an 'old maid.' At Tina's wedding, Charlotte almost reveals the truth to her daughter, but.....It's all slick romance-magazine stuff, and hardly worthy of the Pulitzer. On the other hand, the film version of +The Old Maid, starring Bette Davis as Charlotte and Miriam Hopkins as Delia, is a classic of its kind, and one of Davis' best vehicles. The story is given additional substance by moving the early scenes up to the time of the Civil War, making Clem Spender (George Brent) less of a cad by killing him off at Vicksburg, thus rendering it impossible for Clem to make an honest woman of Charlotte. From the vantage point of the 1990s, when film stars find it difficult to turn out more than one picture a year, it is incredible that The Old Maid was but one of four first-rate Bette Davis films to be released in 1939; the others were Dark Victory, Juarez, and The Private Lives of Elizabeth and Essex.",6149,6101
Comedy,"In this scathing and subversive social comedy, life in post riot Los Angeles is dissected under the sardonic eye of John Boyz, an unemployed thirty nothing flounderer on Venice Beach who is...",6150,6102
"Comedy,Drama,Romance",Valentino is an Ex Adult film star very much in love with his girlfriend Mary Carmen....and boyfriend Gary. Things take a tragic turn when Valentino is rushed to the hospital after ...,6151,6103
"Comedy,Drama","A bad girl becomes a con artist, gets into trouble with the mob and taps a nice-guy florist for help.",6152,6104
Drama,"Peter Chelsom directed this family film in the tradition of My Left Foot (1989). Charles Leavitt scripted this adaptation of the young-adult novel Freak the Mighty (Blue Sky/Scholastic, 1993) by 45-year-old Rodman Philbrick. Big and burly eighth-grader Max Kane is learning disabled, but after he meets the brilliant and brainy Kevin (Kieran Culkin), crippled by a birth defect, the two realize they can become an unbeatable team. Kevin, who wears leg braces and uses crutches, suffers from Morquio's,Syndrome, which causes physical growth to stop after the age of six. Max is portrayed by 19-year-old Emerson College filmmaking student Elden Hanson, while Sharon Stone plays Kevin's mother.",6153,6105
"Crime,Mystery,Thriller",A murder mystery writer misreads the nervous man he bullies in a spooky Hollywood mansion.,6154,6106
"Horror,Thriller","After a young woman is attacked in the elevator she meets her neighbours (two brothers) for the first time. One of the brothers has a secret, the other has a crush on her. Her analyst tries...",6155,6107
"Action,Thriller","On Christmas Eve Johnny Modine's father is murdered by a psycho cut-throat. The cop swears bloody revenge, though he's taken off the case. He doesn't suspect yet that he's also target in a ...",6156,6108
"Crime,Drama,Thriller","Sharon Stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under ...",6157,6109
"Drama,Horror,Mystery","A family relocates from the city to a dilapidated house in the country that was once a grand estate. As they begin to renovate the place they discover their new home harbors secrets, conceals a horrific past, and may not be free of the former inhabitants completely.",6158,6110
"Drama,Romance","A man who may be on the verge of death quickly takes a thorough look at his life in this drama. Vincent Eastman (Richard Gere) is speeding along a mountain road in Canada when, while swerving to avoid a stalled van, he discovers that he's about to run headfirst into a trailer truck. As he's about to suffer a potentially fatal accident, Vincent finds himself flashing back on the events of his life -- most notably his relationships with his wife Sally (Sharon Stone), his mistress Olivia (Lolita,Davidovich), and his daughter Meaghan (Jenny Morrison). While Vincent genuinely cares for Sally, he finds her cold and unemotional, but while the free-spirited Olivia has a passion for life that Sally lacks, Vincent can't bring himself to leave his wife for her. All parties involved feel that Vincent is hurting Meaghan with his inability to commit himself one way or the other, and his friend Neal (Martin Landau), a partner in his architectural firm, warns him that it is wrong for a man to live under two roofs at once. Intersection was an American adaptation of the 1970 French drama Les Choses de la Vie.",6159,6111
Drama,"It's 1944 in the small town of Gregory, Texas. Divorcée Nita Longley has been brought into the town by the telephone company to work as its switchboard operator, a job which requires her to...",6160,6112
"Biography,Drama,Music","Jessica Lange stunningly portrays Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.",6161,6113
"Comedy,Drama,Romance",The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,6162,6114
"Biography,Drama,Romance",The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,6163,6115
Drama,"Gilbert Ivy and his wife Jewell are farmers. They seem to be working against the odds, producing no financial surplus. Gilbert has lost hope of ever becoming prosperous, but his wife ...",6164,6116
Drama,"What would you do if someone you loved sat down with you one night and calmly told you that they were going to end their life before morning? This is Thelma Cates' dilemma. Her daughter, ...",6165,6117
Drama,"A mother of two sons finds life considerably difficult on her own after the death of her beloved husband. Due to debt she must move them to Baltimore, and deal with the hardships and all ...",6166,6118
Drama,"After generations of being apart, an accident brings a family back together and they begin to cope with their original issues.",6167,6119
Drama,"Farming family battles severe storms, a bank threatening to reposses their farm, and other hard times in a battle to save and hold on to their farm.",6168,6120
"Drama,Romance","Jessica Lange stars in a period drama about a family moving to a military base, and she quickly becomes part of a cover-up involving nuclear bomb tests.",6169,6121
"Comedy,Crime","Oregon, 1980: Jane, Elaine and Louise are all feeling the effects of inflation and cannot afford, as the title states, the high cost of living. Jane cannot afford a babysitter or get ...",6170,6122
Horror,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.",6171,6123
Comedy,"A husband and wife in their 30s decide to quit their jobs, live as free spirits and cruise America in a Winnebago.",6172,6124
"Crime,Drama,Romance","An aging hitman gets a contract to kill a general in Buenos Aires. But when his mark becomes unavailable, he becomes involved in Argentinian tango culture.",6173,6125
Drama,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",6174,6126
"Art House & International,Drama","Two cellmates in a South American prison--one, a gay man serving time for molesting a young boy and the other a political activist--learn to live with each other despite their differences and over the course of time find a mutual respect.",6175,6127
"Comedy,Crime,Mystery","A writer of BAD detective novels is in full writers' block. He pretends to be the alibi of a beautiful woman who was arrested for murder at first thinking her innocent, but as she shows ...",6176,6128
Drama,A young single mother and textile worker agrees to help unionize her mill despite the problems and dangers involved.,6177,6129
Drama,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.",6178,6130
Drama,"In 1930's Southern US, a widow and her family try to run their cotton farm with the help of a disparate group of friends.",6179,6131
"Drama,Romance,Classics","This epic film focuses on the life of famed American communist John Reed. The film begins in 1915, when Reed makes the acquaintance of married Portland journalist Louise Bryant. So persuasive is Reed's point of view that Louise kicks over the traces and joins Reed and his fellow radicals.",6180,6132
"Drama,Musical,Romance",A young soprano becomes the obsession of a disfigured musical genius who lives beneath the Paris Opéra House.,6181,6133
"Adventure,Drama,Romance","Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.",6182,6134
"Comedy,Musical,Romance",Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.,6183,6135
Drama,A traveling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.,6184,6136
"Drama,Romance","A blind, uneducated white girl is befriended by a black man, who becomes determined to help her escape her impoverished and abusive home life.",6185,6137
"Drama,Action & Adventure,Classics,Comedy","With this all-star Cinerama epic, producer/director Stanley Kramer vowed to make 'the comedy that would end all comedies.' The story begins during a massive traffic jam, caused by reckless driver Smiler Grogan (Jimmy Durante), who, before (literally) kicking the bucket, cryptically tells the assembled drivers that he's buried a fortune in stolen loot, 'under the Big W.' The various motorists setting out on a mad scramble include a dentist (Sid Caesar) and his wife (Edie Adams); a henpecked,husband (Milton Berle) accompanied by his mother-in-law (Ethel Merman) and his beatnik brother-in-law (Dick Shawn); a pair of comedy writers (Buddy Hackett and Mickey Rooney); and a variety of assorted nuts including a slow-wit (Jonathan Winters), a wheeler-dealer (Phil Silvers), and a pair of covetous cabdrivers (Peter Falk and Eddie 'Rochester' Anderson). Monitoring every move that the fortune hunters make is a scrupulously honest police detective (Spencer Tracy). Virtually every lead, supporting, and bit part in the picture is filled by a well-known comic actor: the laughspinning lineup also includes Carl Reiner, Terry-Thomas, Arnold Stang, Buster Keaton, Jack Benny, Jerry Lewis, and The Three Stooges, who get one of the picture's biggest laughs by standing stock still and uttering not a word. Two prominent comedians are conspicuous by their absence: Groucho Marx refused to appear when Kramer couldn't meet his price, while Stan Laurel declined because he felt he was too old-looking to be funny. Available for years in its 154-minute general release version, the film was restored to its roadshow length of 175 minutes on home video; the search goes on for a missing Buster Keaton routine, reportedly excised on the eve of the picture's premiere. ~ Hal Erickson, Rovi",6186,6138
